tickerdate,aapl,qcom,intc,avgo,gm,nvda,soxx,spy,fslr
8/7/2020,444.64,108.25,48.03,325.93,26.72,447.98,296.75,334.47,72.93
8/10/2020,450.75,106.36,49.22,327.36,27.98,446.75,294.86,335.58,72.5
8/11/2020,437.24,108.52,48.22,324.03,28.52,433.99,296.02,332.55,70.19
8/12/2020,451.8,115.7,49.15,332.84,28.03,457.61,301.04,337.05,73.55
8/13/2020,460,113.41,48.65,329.14,27.55,457.72,301.02,336.76,75.71
8/14/2020,459.35,113.5,48.89,327.82,27.86,463,299.43,336.52,74.31
8/17/2020,458.43,112.18,48.93,330.32,30.01,493,302.78,337.81,73.61
8/18/2020,462.25,112.03,48.65,328.64,29.85,490.43,301.64,338.48,74.41
8/19/2020,463,111,48.33,329.21,29.83,485.54,301.61,337.03,75.85
8/20/2020,473.2,110.66,49.22,328.83,28.83,485.62,296.66,338.34,73.66
8/21/2020,498.1,113,49.24,330.02,28.56,507.3,296.49,339.5,74.1
8/24/2020,503.46,115.71,49.09,334,30.26,508.84,300.7,342.7,76.58
8/25/2020,499.5,115.95,49.43,336.14,29.69,510,302.88,344.14,77.37
8/26/2020,506.37,116.15,49.55,339.67,29.48,510.92,305.86,347.48,78.19
8/27/2020,500.21,116.02,49.4,339.14,29.85,505.13,303.79,348.37,77.61
8/28/2020,499.76,118.2,50.5,344.82,30.02,525.78,305.1,350.53,80
8/31/2020,129.44,119.1,50.92,347.15,29.63,535,306.9,349.75,76.59
9/1/2020,134.6,122.01,50.79,359.54,29.79,552.84,311.94,352.58,78.42
9/2/2020,131.62,123.18,52.25,375.01,30.96,573.86,318.74,357.76,77.45
9/3/2020,120.94,116.46,50.52,353.51,29.49,520.62,307.59,346.28,72.5
9/4/2020,120.99,115.97,50.08,362.95,30,504.6,298.33,342.57,72.06
9/8/2020,113,109.77,49,350.54,32.38,476.01,292,333.87,69.37
9/9/2020,116.9,114.02,49.57,360.03,31.95,507.07,294.69,339.12,71.7
9/10/2020,113.42,112.44,49,357.08,30.17,492.13,296.05,333.89,69.89
9/11/2020,112.17,113.42,49.28,359.7,30.46,486.06,292.48,334.18,69.91
9/14/2020,115.36,113.46,49.41,362.2,31.27,514.89,297.84,338.45,71.46
9/15/2020,115.58,116.77,50,366.91,31.58,519.5,302.56,340.49,72.89
9/16/2020,112.08,114.56,50.37,367.04,31.79,501.13,302.92,338.87,71.96
9/17/2020,110.45,114.88,50.26,365.92,31.92,499,295.76,336.4,64
9/18/2020,106.91,110.7,49.95,359.73,31.5,487.51,295.16,330.65,61.75
9/21/2020,110.15,111.92,49.8,351.79,30,500.69,291.53,327.26,61.47
9/22/2020,111.8,113.82,49.95,361.59,29.44,505.51,292.94,330.24,61.55
9/23/2020,107.25,110.57,48.81,351.59,29.21,484.98,293.67,322.85,62.02
9/24/2020,108.25,112.19,49.16,352.52,29.11,493.47,293.4,323.69,61.3
9/25/2020,112.31,114.5,49.93,356.8,29,514.95,291.55,328.39,63.05
9/28/2020,115.03,118.54,51.45,367.3,29.58,521.4,300.1,334,65.37
9/29/2020,114.11,117.38,51.19,364.26,28.74,529.03,304.21,332.66,65.76
9/30/2020,115.56,117.54,51.75,364.32,29.59,541.67,306.26,333.46,66.08
10/1/2020,116.85,119.5,52.24,368.6,30.38,544.58,309.57,336.95,68.57
10/2/2020,113.14,115.41,51.02,356.83,30.46,522.58,302.99,333.91,67.24
10/5/2020,116.45,120.21,51.69,366.1,30.9,544.51,309.77,339.5,71.5
10/6/2020,113.16,119.54,51.37,363.98,30.4,549,313.17,335.24,73.44
10/7/2020,115.08,123.03,52.67,366.74,31.62,558.23,315.16,340.55,78.71
10/8/2020,114.97,122.34,53.37,373.33,32.21,553.54,319.23,343.68,77.12
10/9/2020,116.99,124.87,52.85,376.7,32.16,550.55,325.49,346.88,78.81
10/12/2020,124.49,126.69,53.88,383.43,32.21,569.04,328.81,352.37,79.83
10/13/2020,121.2,127.46,53.83,381.49,31.87,570.34,330.95,350.29,82.93
10/14/2020,121.23,129.88,53.53,380.3,31.67,563.81,327.53,347.93,83.72
10/15/2020,120.67,128.58,53.85,379.93,32.65,558.8,324.83,347.52,82.28
10/16/2020,119.1,129.03,54.16,378.56,33.45,552.74,326.84,347.15,84.18
10/19/2020,116.16,128.42,54.65,375.77,33.35,539.91,326.39,342.43,83.43
10/20/2020,117.41,127.98,53.37,376.99,35.6,545.36,325.13,342.92,84.3
10/21/2020,116.98,128.55,53.5,372.05,35.77,540.99,322.44,343.17,81.6
10/22/2020,115.79,128.49,52.61,373.37,37.41,534.44,319.68,344.67,82.65
10/23/2020,115,128.89,48.11,372.72,36.9,543.61,317.48,345.3,85.37
10/26/2020,115.19,126.2,46.64,363.93,35.82,525.83,312.09,339.56,84.29
10/27/2020,116.6,125.91,45.64,359.6,34.89,535.87,313.67,338.31,82.39
10/28/2020,111.43,121.58,44.28,347.21,34.03,505.08,303.21,326.81,93.31
10/29/2020,115.3,126.44,44.18,355.01,34.8,520.96,307.3,329.96,87.44
10/30/2020,109.07,123.36,44.38,349.63,34.6,502.06,302.57,327.14,87.05
11/2/2020,108.77,123.97,44.43,351.25,34.55,503.23,308.19,330.3,88.89
11/3/2020,110.3,125.45,44.81,353.76,35.33,520.45,314.41,335.54,87.24
11/4/2020,114.97,128.97,45.7,364.63,35.3,551.3,320.6,343.57,79.78
11/5/2020,119.1,145.45,45.68,380.87,37.15,566.35,335.95,350.24,86.9
11/6/2020,118.61,145.01,45.38,380.62,37.47,582.48,339.76,350.26,88.27
11/9/2020,116.32,142.61,45.6,375.54,38.81,545.23,351.32,354.71,86.11
11/10/2020,116.19,140.11,45.44,363.13,41.08,510.8,330.99,354.53,80.75
11/11/2020,119.52,147.85,46.35,375.92,40.64,536.72,337.37,356.79,84.2
11/12/2020,119.28,143.91,44.97,370.2,39.32,538.27,340.75,353.62,81.4
11/13/2020,119.29,144.26,45.46,373.5,41.19,531.88,339.9,358.13,79.95
11/16/2020,120.3,149.07,46.19,380.81,42.13,540.61,348.59,362.57,80.21
11/17/2020,119.4,148.74,45.53,380.6,41.93,537.2,347.28,360.75,81.48
11/18/2020,118.12,147.05,45.06,380.62,42.72,537.15,346.98,356.74,81.99
11/19/2020,118.85,147.53,45.62,384.33,42.82,537.61,344.7,357.96,84.06
11/20/2020,117.37,146.03,45.39,383.33,43.04,523.51,351.35,355.03,84.69
11/23/2020,114.05,143.82,46.06,387,44.77,526,351.18,357.45,86.92
11/24/2020,115.13,145.93,47.01,392.23,46.46,518.74,352.48,363.26,90.41
11/25/2020,116.09,144.08,47.05,390.83,45.46,529,352.64,362.64,92.45
11/27/2020,116.46,143.83,47.6,394.95,45.06,530.45,358.84,363.7,94.7
11/30/2020,119.58,146.78,48.35,401.58,43.84,536.06,355.8,362.62,93.43
12/1/2020,122.73,151.26,49.6,404.57,44.68,535.6,367,365.9,91
12/2/2020,123.11,149.98,49.92,403.73,44.58,541.85,370.16,366.83,89.87
12/3/2020,122.81,149.91,50.99,399.8,44.09,535,371.37,366.39,91.2
12/4/2020,122.25,157.62,51.99,411.68,44.4,541.91,375.1,369.88,90.25
12/7/2020,123.6,158,50.4,420.89,44.31,544.27,379.59,369,89.99
12/8/2020,124.36,158.63,50.69,423.41,43.8,534.05,380.76,370.29,89.95
12/9/2020,121.61,156.02,50.01,416.22,44.43,518.1,382.07,366.54,89.65
12/10/2020,123.34,155.75,50.27,410.04,42.87,518.89,373.94,366.76,87.57
12/11/2020,122.35,144.28,49.73,405.82,41.92,520.53,367.17,365.91,86.97
12/14/2020,121.73,146.29,50.47,411.8,41.62,532.35,370.43,364.88,86.8
12/15/2020,127.79,148.36,50.67,418.06,41.66,534.42,375.8,369.21,88.44
12/16/2020,127.75,149.74,51.12,424.9,41.42,529.7,375.17,370.32,91.55
12/17/2020,128.65,149.53,50.65,426.1,41.97,533.08,376.16,372.34,91.34
12/18/2020,126.66,147.42,47.45,434.56,41.01,529,377.23,369.42,94.68
12/21/2020,128.35,146.8,46.36,428.88,41.21,533.29,368.61,367.44,94
12/22/2020,131.74,146.34,46.17,433.74,40.9,531.13,371.78,367.21,105.36
12/23/2020,130.99,146.96,46.57,425.46,42.45,520.37,372.73,367.67,104.23
12/24/2020,131.9,148.79,47.07,431.46,41.58,519.75,371.39,368.93,102.68
12/28/2020,136.69,147.74,47.07,431.88,41.68,516,375.11,371.97,102.23
12/29/2020,134.8,148.49,49.36,429.04,41.57,517.85,371.25,371.48,97.3
12/30/2020,133.7,149.95,48.75,434.83,41.84,525.83,377.22,371.58,100.81
12/31/2020,132.8,152.34,49.82,437.85,41.64,522.2,379.37,374.54,99.81
1/4/2021,129.56,148.5,49.67,425.22,40.51,524.54,383.04,368.92,101.24
1/5/2021,131.08,152.43,50.61,428.1,41.66,536.4,382.14,371.28,92.16
1/6/2021,126.4,150.5,51.1,425.54,42.98,504.64,386.8,372.91,99.69
1/7/2021,130.86,155.7,52.18,443.39,43.32,533.56,396.48,379.08,105.5
1/8/2021,132.06,156.64,51.65,445.64,43.06,531.07,401.82,381.51,104.1
1/11/2021,129,156.11,51.71,445.76,45.01,544.5,403.5,379.26,103.76
1/12/2021,128.82,154.45,53.24,449.39,47.82,539.39,406.02,378.83,104.32
1/13/2021,130.91,157.42,56.95,451.21,48.73,541.27,407.17,379.79,104.18
1/14/2021,129,161.1,59.1,452.07,51.53,527.56,417.6,378.49,106.04
1/15/2021,127.1,157.09,57.58,445.85,49.97,515.43,405.59,375.2,96.58
1/19/2021,127.77,163.77,57.98,459.27,54.93,521.01,414.68,378.44,100.24
1/20/2021,132.03,164.6,58.67,461.88,55.92,534.63,420.98,383.61,101.75
1/21/2021,136.9,164.75,62.2,466.82,55.08,554.7,421.32,384.18,107.53
1/22/2021,139.2,162.42,56.68,465.02,55.5,548.5,419.51,382.78,106.67
1/25/2021,142.93,164.4,55.42,464.79,53.39,546.13,415.74,384.59,104.94
1/26/2021,143.25,162.55,55.21,463.87,51.92,537.41,415.58,383.9,104.69
1/27/2021,142.4,153.67,53.59,444.7,49.34,518,400.21,375.09,102.81
1/28/2021,136.67,155.55,56.07,451.74,51.24,522.04,398.47,377.23,105.11
1/29/2021,132.06,156.28,55.51,450.5,50.68,519.59,399.71,370.8,99.15
2/1/2021,134.14,161.58,56.69,466.74,51.4,529.48,397.93,375.87,98.31
2/2/2021,134.91,164.78,58,476.88,52.72,542.27,408.77,381.08,97.29
2/3/2021,133.95,162.3,57.68,465.19,54.25,541.22,408.58,382.17,98.94
2/4/2021,137.31,147.76,58.79,470.63,54.13,546.57,404.81,386.1,98.59
2/5/2021,136.7,145.87,58.18,466.01,54.39,543.64,406.87,387.76,97.4
2/8/2021,136.75,147.38,59.16,472.7,56.88,577.55,413.28,390.46,100.33
2/9/2021,136.02,146.11,58.78,474.63,56.06,570.53,418.55,390.46,101.85
2/10/2021,135.25,145.5,58.86,470.05,54.88,590.33,416.08,390.22,99.88
2/11/2021,135.13,145.56,60.7,478.39,53.49,610.8,425.52,390.67,99.59
2/12/2021,135.4,147.92,61.81,486.32,53.6,598.45,438,392.94,100.75
2/16/2021,133.15,147.16,62.47,489.13,53.46,613.21,442.4,392.39,98.71
2/17/2021,130.75,144.75,61.85,482.48,52.89,596.8,431.46,392.39,95.84
2/18/2021,129.68,143.91,61.61,483.26,52.16,593.16,424.65,390.95,91.38
2/19/2021,129.82,144.94,63.01,489.96,52.57,597.06,438.83,389.83,90.96
2/22/2021,126.1,139.34,60.89,476.36,51.98,574.23,429.39,387.27,86.61
2/23/2021,125.84,137.12,61.12,471.9,51.23,565.68,416.08,387.79,86.04
2/24/2021,125.38,141.1,63.19,480.88,52.9,580,417.17,391.79,88.03
2/25/2021,121.17,135.64,60.3,456.56,50.9,532.3,421.76,382.83,81.4
2/26/2021,121.79,136.19,60.78,469.87,51.33,548.58,413.27,380.48,81.02
3/1/2021,127.81,139.49,62.88,489.58,52.54,553.64,424.14,389.3,84.89
3/2/2021,125.2,137.04,61.06,480.51,54.11,536.25,423.25,386.65,83.19
3/3/2021,122.06,131.66,59.9,463.06,52.67,513,413.46,381.34,79.35
3/4/2021,120,127.92,58.52,445.33,51.83,494.81,397.39,377.12,75.36
3/5/2021,121.4,129.75,60.74,450.14,53,498.46,380.81,383.82,73.7
3/8/2021,116.36,123.2,59.67,421.25,54.98,463.73,393.97,381.73,71.45
3/9/2021,121.03,129.11,62.67,443.6,54.65,500.37,392.34,387.09,76.67
3/10/2021,119.93,127.87,62.25,437.59,56.83,498.66,396.77,389.61,75.72
3/11/2021,121.9,131.74,63.31,453.69,56.33,519.74,405.58,393.34,81.02
3/12/2021,121.03,129.98,62.9,451.17,59.23,514.24,397.33,394.18,81.95
3/15/2021,124.01,131.64,63.96,470.77,57.94,527.65,406.2,396.5,82.53
3/16/2021,125.61,133.65,64.78,478.18,57.12,531.65,421.99,395.89,82.46
3/17/2021,124.75,133.92,65.99,483.59,60.05,533.65,412.63,397.3,80.14
3/18/2021,120.43,129.75,63.73,464.15,59.27,508.9,414.23,391.61,77.61
3/19/2021,120.03,131.27,63.76,473.22,59.82,513.83,409.97,389.82,79.97
3/22/2021,123.39,134.09,65.63,475.28,58.1,527.45,419.33,392.83,81.83
3/23/2021,122.55,132.52,63.48,464.06,56.16,522.83,412.41,389.62,80.52
3/24/2021,120.08,127.16,61.94,457.27,55.81,505.72,410.78,387.39,80.72
3/25/2021,120.54,127.28,62.02,461.7,56.6,501.41,397.05,389.65,80.73
3/26/2021,121.31,133.3,65,482.04,56.52,513.57,412.55,395.88,85.69
3/29/2021,121.21,130.9,64.5,472.62,55.94,517.93,414.14,395.64,81.61
3/30/2021,119.8,130.31,63.78,456.16,58.6,514.87,411.3,394.53,86.53
3/31/2021,122.15,132.59,64,463.66,57.46,534.4,422.06,396.62,87.3
4/1/2021,122.96,137.79,64.55,475.95,57.8,552.47,434.14,400.82,86.15
4/5/2021,125.9,140.51,66.54,488.48,61.04,558.8,446.46,406.16,83.12
4/6/2021,126.1,138.06,65.56,483.87,61.86,554.39,448.01,406.07,84.21
4/7/2021,127.83,139.43,66.25,482.46,60.83,565.27,440.92,406.64,81
4/8/2021,130.39,140.34,67.05,485.48,60.1,573.75,445.7,408.72,81.19
4/9/2021,132.92,140.26,68.26,485.09,60.16,576,446.35,411.54,79.61
4/12/2021,131.27,137.44,65.41,483.67,59.66,608.36,441.22,411.89,78.75
4/13/2021,134.44,137.3,65.22,484.96,58.49,626.92,438.36,412.87,78.99
4/14/2021,132.2,134.25,64.19,477.3,58.49,611.08,440.59,411.84,78.57
4/15/2021,134.4,137.84,65.02,480.01,58.61,644.99,441.56,415.8,77.17
4/16/2021,134.12,138.21,64.75,478.79,58.71,636.29,443.07,417.1,79
4/19/2021,134.84,135.25,63.63,462,57.88,614.47,429.68,415.23,80.21
4/20/2021,132.94,133.4,62.7,457.26,55.77,606.85,423.78,411.89,79.36
4/21/2021,133.4,136.19,63.65,459.79,57.49,614,430.21,415.75,83.65
4/22/2021,131.94,132.97,62.39,455.11,56.66,594.01,431.37,412.41,87.15
4/23/2021,134.29,135.32,59.18,466.13,57.53,610.74,432.52,416.6,88.56
4/26/2021,134.67,138.51,58.74,471.85,58.21,619.12,440.46,417.73,89.79
4/27/2021,134.36,138.01,57.97,466.35,58.97,615.27,438.12,417.69,89.69
4/28/2021,133.67,142.21,57.62,459.2,58.55,611.07,431.42,417.35,88.7
4/29/2021,133.32,142.21,58.28,466.29,56.57,612.99,429.23,419.79,87.29
4/30/2021,131.45,138.8,57.51,456.2,57.22,600.38,426.57,417.58,76.53
5/3/2021,132.49,137.43,57.26,450.14,57.15,593.47,416.72,418.18,75.77
5/4/2021,127.83,134.12,56.9,444.54,55.34,574,404.27,415.27,73.82
5/5/2021,128.1,134.65,56.85,443.83,57.58,578.3,418.21,415.48,74.39
5/6/2021,129.74,136,57.19,448.58,58.72,580.92,415.15,419.15,73.63
5/7/2021,130.14,137.85,57.67,452.58,58.99,592.13,423.46,422.19,74.62
5/10/2021,126.85,128.91,55.97,436.1,57.41,570.5,410.24,417.8,72.19
5/11/2021,125.91,128.37,55.04,440.07,55.7,572.25,400.53,414.62,71.89
5/12/2021,122.96,124.62,53.6,422.38,53.76,550.34,389.58,405.95,69.73
5/13/2021,124.95,127.11,54.01,430.6,54.6,546.61,390.91,410.09,69.57
5/14/2021,127.41,130.15,55.35,441.62,56,569.72,402.71,416.83,72.58
5/17/2021,126.21,129.8,55.33,439.94,56.04,566.62,397.51,415.42,71.55
5/18/2021,124.93,128.91,54.84,433.74,55.89,560.63,402.03,411.94,72.39
5/19/2021,124.79,130.66,55.36,441.72,55.53,562.63,399.69,410.99,74.24
5/20/2021,127.3,132.64,55.95,455,55.51,584.5,415.32,415.07,76.64
5/21/2021,125.43,131.46,56.1,451.24,56.72,600,413.8,415.38,75.93
5/24/2021,127.1,132.91,56.96,459.19,56.6,624.4,423.58,419.22,75.38
5/25/2021,126.98,133.75,56.87,459.54,56.76,625.91,425.9,418.2,74.8
5/26/2021,126.87,133.09,56.92,460.49,58.08,628.49,424.98,418.95,77.53
5/27/2021,125.28,133.64,57.88,468.34,59.77,619.52,430.35,419.58,76.93
5/28/2021,124.71,134.54,57.02,472.33,59.31,650.5,434.25,420.17,76.11
6/1/2021,124.23,134.32,56.89,468.31,59.65,650.06,431.69,419.58,76.16
6/2/2021,125.06,133.82,57.48,474.3,59.65,671.13,435.18,420.29,77.25
6/3/2021,123.53,131.78,56.24,464.8,63.51,678.55,429.35,418.77,76.44
6/4/2021,125.87,134.34,57.37,475,63.37,703.13,435.06,422.36,76.59
6/7/2021,125.97,133.32,57.09,463.78,63.23,704.1,432.66,422.25,75.08
6/8/2021,126.74,134.1,56.9,463.53,63.92,698.28,430.25,422.29,74.59
6/9/2021,127.1,132.89,57,463.93,62.77,694.33,430.4,421.67,77.8
6/10/2021,126.04,134.22,57.38,468.67,61.34,697,431.83,423.72,79.8
6/11/2021,127.29,134.62,57.85,470.7,61.49,713.01,433.86,424.26,80.52
6/14/2021,130.4,137.31,58.19,475.83,60.79,720.87,438.09,425.37,78.54
6/15/2021,129.69,135.58,57.99,470.74,60.81,711.54,439.55,424.49,75.91
6/16/2021,130.16,134.95,57.22,465.75,61.76,712.41,438.59,422.32,77.86
6/17/2021,131.75,135.35,57.18,471.17,60.08,746.29,439.13,422.07,78.12
6/18/2021,130.4,133,55.63,463.5,58.76,745.98,428.94,414.54,77.5
6/21/2021,132.3,133.96,55.87,464.61,59.3,737.29,429.02,420.87,77.6
6/22/2021,133.98,135.08,55.87,464.45,59.34,755.56,432.52,422.96,78.27
6/23/2021,133.71,135.52,55.28,466.66,60.12,762.29,435.74,422.84,79.71
6/24/2021,133.41,137.92,56.07,470.06,60.04,768.22,441.42,425.03,86.17
6/25/2021,133.22,137.65,55.91,462.2,60.3,761.24,442.67,426.81,88.35
6/28/2021,134.77,139.72,57.48,472.8,58.64,799.42,450.33,427.36,92.15
6/29/2021,136.33,142.62,56.76,477.15,58.83,801.07,453.25,427.79,92.3
6/30/2021,137.01,142.5,56.05,476.84,59.17,800.1,453.04,428.56,91.44
7/1/2021,137.32,140.8,56.01,469.64,59.11,808.48,448.18,430.44,90.17
7/2/2021,139.91,142.58,56.76,468.17,58.96,819.48,449.32,433.57,90.82
7/6/2021,141.97,141.19,56.09,473.28,57.71,827.94,449.09,432.62,91.19
7/7/2021,144.72,139.97,55.96,469.54,56.59,814.99,443.76,434.29,91.27
7/8/2021,143.12,138.29,55.48,470.5,56,796.11,438.52,430.65,89.91
7/9/2021,145.04,141.43,55.99,480.18,58.76,802.01,443.26,435.44,92.54
7/12/2021,144.44,142.47,56.73,485.75,58.97,820.5,448.37,437.14,94.29
7/13/2021,145.64,141.18,56.87,484.01,58.73,810,449.75,435.69,92.79
7/14/2021,149.15,143.75,56.52,481.59,58,793,445.7,436.41,90.04
7/15/2021,148.4,141.46,55.81,477.34,56.95,758.45,438,434.79,85.6
7/16/2021,146.36,139.71,54.98,468.07,55.46,726.44,432.2,431.61,83.49
7/19/2021,142.45,138.79,54.64,465.67,54.2,751,424.87,424.83,83.05
7/20/2021,146.05,139.55,55.24,468.59,56.15,186.12,431.66,430.99,82.68
7/21/2021,145.4,142.17,56.23,479.02,57.05,194.2,442,434.67,85.19
7/22/2021,146.78,142.44,58.34,476.33,55.64,196.1,442.08,435.61,83.68
7/23/2021,148.47,144.88,53.04,483.15,54.94,195.58,443.97,439.73,82.95
7/26/2021,148.97,143.5,54.36,482.24,55.77,192.94,444.33,441.09,81.35
7/27/2021,146.69,140.93,53.21,475.36,55,191.78,430.33,438.74,81.36
7/28/2021,145.1,145.09,53.07,477.65,55.49,195.03,444.01,438.67,83.48
7/29/2021,145.6,150.99,53.7,484.11,57.28,196.62,451.66,440.73,83.74
7/30/2021,145.91,150,53.75,485.4,56.84,194.99,452.87,438.9,86.78
8/2/2021,145.47,148.86,53.56,484.68,57.03,197.5,461.73,437.83,88.27
8/3/2021,147.36,147.95,54.06,486.79,57.92,198.25,462.04,440.75,92.34
8/4/2021,146.94,148.22,53.9,487.8,52.77,202.74,466.81,439.07,92.21
8/5/2021,147,146.83,53.89,487.67,54.44,206.37,467.88,441.61,91.62
8/6/2021,146.04,146.28,53.92,485.43,55.05,203.66,467.67,442.57,93.15
8/9/2021,146.09,146.92,54.05,484.68,53.95,202.95,467.01,442.29,94.71
8/10/2021,145.6,145.87,53.94,482.26,54.26,199.36,457.98,442.42,95.75
8/11/2021,145.86,146.68,54.14,483.55,54.27,196.99,453.69,443.7,95.91
8/12/2021,148.95,147.15,53.54,484.26,54.62,199.05,453.04,445.05,96.94
8/13/2021,149.1,148.64,53.49,486.16,53.65,201.89,454.34,445.85,96.6
8/16/2021,151.11,148.13,53.47,488.14,52.95,199.5,450.97,447.2,96.83
8/17/2021,150.1,144.58,52.69,478.69,50.57,194.58,442.71,443.7,93.51
8/18/2021,146.36,142.18,52.19,468.97,50.84,190.4,443.69,439.27,93.65
8/19/2021,146.65,140.61,52.44,473.53,49.08,198.09,444.19,439.99,92.99
8/20/2021,148.2,142.09,52.01,475.17,48.8,208.08,440.74,443.22,94.54
8/23/2021,149.75,144.14,53.23,482.45,48.18,219.46,457.48,447.4,96.04
8/24/2021,149.62,144.46,53.81,481.43,49.57,217.99,459.36,447.99,94.47
8/25/2021,148.36,143.87,53.81,483.41,49.7,222.13,462.2,449.01,93.63
8/26/2021,147.55,142.38,53.13,485.74,48.62,220.68,461.71,446.44,93.68
8/27/2021,148.51,144.85,53.89,495.94,49.8,226.41,469.38,450.25,94.44
8/30/2021,153.12,145.94,53.94,498.89,49.17,226.88,472.22,452.1,95.69
8/31/2021,151.9,146.69,54.06,497.21,49.01,224.06,469.24,451.92,94
9/1/2021,152.52,146.45,53.67,493.16,49.11,224.44,467.65,451.97,94.06
9/2/2021,153.68,145.12,53.73,491.9,48.95,223.96,467.86,453.29,94.87
9/3/2021,154.3,144.63,53.51,497.68,48.82,228.43,470.14,452.94,94.06
9/7/2021,156.69,143.75,53.65,496.59,48.72,226.62,468.49,451.46,94.48
9/8/2021,155.04,142.52,53.57,494.38,48.97,223.39,459.21,450.83,95.16
9/9/2021,154.15,141.58,53.4,493.49,48.42,221.77,466.52,449.03,98.89
9/10/2021,149,142.68,53.84,498.15,49.49,224.61,471.82,445.61,99.41
9/13/2021,149.49,143.41,54.99,498.96,50.82,221.52,468.91,446.84,106
9/14/2021,148.23,141.14,54.42,501.87,50.74,222.42,475.79,444.12,105.16
9/15/2021,149.03,138.24,55.09,509.74,51.82,223.41,472.26,447.76,104.7
9/16/2021,148.79,138.4,54.83,506.25,51.52,222.42,472.81,446.93,103.29
9/17/2021,146,133.6,54.26,506,51.33,218.82,468.54,440.87,104
9/20/2021,142.79,132.76,52.98,494.82,49.37,210.99,454.8,433.93,95.69
9/21/2021,143.42,131.75,52.87,490.99,49.37,212.46,460.76,433.58,95.01
9/22/2021,145.85,133.16,53.5,500.59,50.78,219.37,466.82,437.68,95.71
9/23/2021,146.83,133.91,54.03,504.3,51.92,224.82,474.82,443.12,94.04
9/24/2021,146.96,133.88,54.22,504.92,52.23,220.9,472.48,444.05,91.15
9/27/2021,145.39,133.19,54.66,504.85,53.24,216.6,470.21,442.52,95.56
9/28/2021,142.15,129.9,54.14,491.02,52.85,207.47,456.49,434.23,95.25
9/29/2021,142.83,129.28,53.49,489.48,52.93,205.17,447.04,434.57,94.07
9/30/2021,141.56,128.98,53.29,486.39,52.71,207.16,448.15,429.92,95.46
10/1/2021,142.39,128.71,53.86,488.49,53.13,206.86,443.83,434.26,96.57
10/4/2021,139.21,126.68,53.47,475.95,53.98,197.5,435.25,428.97,95.01
10/5/2021,140.99,127,53.95,485.42,54.34,204.51,442.45,433.01,95.6
10/6/2021,142,128.06,53.98,488.78,54.05,207.12,440.09,434.9,95.18
10/7/2021,143.13,127.84,54.18,493.92,56.44,210.73,454.01,438.6,97.52
10/8/2021,142.9,126.55,53.82,492.85,58.57,208,444.49,437.86,98.67
10/11/2021,142.82,124.94,53.44,492.34,58.09,206.85,447.22,434.44,102.29
10/12/2021,140.5,122.95,52.22,485.17,58.96,206.79,438.15,433.15,105.27
10/13/2021,140.86,125.07,52.26,485.01,57.77,209.39,438.83,435.15,106.02
10/14/2021,143.74,128.59,53.9,497.6,57.69,217.46,449.54,442.42,106.2
10/15/2021,144.88,130.2,54.46,503.25,58,218.69,452.6,445.82,105.11
10/18/2021,146.6,130.12,54.5,503.36,56.89,222.28,455.97,447.18,104.78
10/19/2021,148.73,132.5,55.21,510.39,56.85,222.9,462.6,450.76,108.28
10/20/2021,149.25,132.16,55.37,509.39,57.67,221.03,463.79,452.31,103.23
10/21/2021,149.58,133.05,53.58,514.15,58.41,226.92,463.29,453.65,106.29
10/22/2021,148.61,131.62,49.46,515.41,57.77,227.26,462.57,452.78,106.22
10/25/2021,148.52,131.93,49.41,522.07,57.76,231.66,465.66,455.49,109.04
10/26/2021,149.32,131.94,48.28,533.87,57.32,247.17,466.81,456.06,108.94
10/27/2021,148.93,131.2,47.9,523.11,54.39,244.36,466.21,454.1,110.23
10/28/2021,152.55,133.69,48.08,529.57,54.24,249.03,471.14,458.44,117.63
10/29/2021,149.8,133.04,49,531.67,54.43,255.3,472.29,459.18,119.59
11/1/2021,148.96,134.81,49.55,528.05,55.49,258.52,479.71,459.99,119.08
11/2/2021,150.02,135.23,49.86,537.07,55.59,264.01,486.73,461.77,119.69
11/3/2021,151.48,140.73,50.39,542.37,56,265.98,490.54,464.52,115.63
11/4/2021,150.93,156,50.27,548.62,58.64,297.85,504.88,466.76,115.74
11/5/2021,151.01,163.48,50.92,558.92,58.52,297.85,519.98,468.14,113.45
11/8/2021,150.33,165.85,51.55,558.95,59.6,308.04,520.45,468.77,113.97
11/9/2021,150.9,166.74,51.2,557.8,58.62,306.32,522.76,467.3,113.62
11/10/2021,148,159.8,50.74,548.77,59.27,294.5,516.99,463.61,113.86
11/11/2021,147.87,164.42,50.53,555.4,61.82,303.75,517.26,463.94,113.02
11/12/2021,149.99,164.94,50.31,563.22,63.4,303.9,522.33,467.25,112.75
11/15/2021,149.89,168.52,50.32,565.77,62.97,300.38,523.91,467.51,110.89
11/16/2021,151.03,181.81,50.61,568.77,62.61,301.85,525.32,469.05,112.28
11/17/2021,153.42,183.54,50.23,569.64,64.62,292.61,528.84,468.01,104.88
11/18/2021,157.87,186.32,49.68,574.81,62.33,317,532.25,469.95,102.37
11/19/2021,160.55,185.23,49.52,568.72,61.8,330.12,537.44,468.92,107.35
11/22/2021,161.05,181.4,49.83,553.28,64.06,319.5,546.79,467.26,112.05
11/23/2021,161.47,180.94,49.04,555.12,63.05,317.46,520.08,468.04,105.33
